system_id,query_id,prompt_sha256,response_sha256,predicted_answer_sha256,raw_response
D,v53e_0118,sha256:81d20085b5be8d0c32e246c66dc08508d7bc69ebe2c2d720caa4dee6aad25763,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,sha256:88d967add55cae2ed14eb0afb3f2383b907570de10e8090216d886bd32d61df4,"{""answer"": ""Evidence at README.md:68 supports this bounded audit fact: def main(name: str):"", ""external_bake"": true}"
D,v53e_0119,sha256:8b589b3e991128a923e05d831d05675fdec13fb71ddeb80de45910d0264c2532,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,sha256:4eac25f84a28cbc59e8476d13ce3a15e8f5369ad3a5f5dea8719e8ec4ece2ade,"{""answer"": ""Evidence at README.md:136 supports this bounded audit fact: Now you could run it with Python directly:"", ""external_bake"": true}"
D,v53e_0120,sha256:7109c6b991291549021dfb8a66cfbeec180c0cd0faaca2455247169e8a92be39,sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,sha256:124d33b436587c3c8f8c54c26cf0ac1dad976b0ed63787b6e852177942696355,"{""answer"": ""Evidence at pyproject.toml:180 supports this bounded audit fact: \""docs_src/parameter_types/enum/tutorial003_an_py310.py\"" = [\""B006\""]"", ""external_bake"": true}"
D,v53e_0121,sha256:78a3cb65fadb79e417d748977bdcf47a8e1b24d56ebea28692439cc91e9d4bcd,sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,sha256:16e7a51dc048d658cb16f1d289d1895042e01d95bd2bdf946c2b2605d7a6032b,"{""answer"": ""Evidence at README.rst:44 supports this bounded audit fact: ``docs/internals/contributing/writing-code/unit-tests.txt``, published online at"", ""external_bake"": true}"
D,v53e_0122,sha256:519333bd992b3e3fc97b7a3bf27aa31b20cfd7f4201ff832b42765d554ac3d9a,sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,sha256:cf0ae0e7e693574f6c571d5345413858012c4a2d2aae2388412f0485f03e9715,"{""answer"": ""Evidence at pyproject.toml:15 supports this bounded audit fact: {name = \""Django Software Foundation\"", email = \""foundation@djangoproject.com\""},"", ""external_bake"": true}"
D,v53e_0123,sha256:90915903e078fbdf4d6385a5a999aaa57d50d1580ce88f7528bb24a4df6cf114,sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,sha256:decb5a16a77cb5f02b5c527c180dddc7c128eef59202104d669845f4aecac749,"{""answer"": ""Evidence at pyproject.toml:45 supports this bounded audit fact: django-admin = \""django.core.management:execute_from_command_line\"""", ""external_bake"": true}"
D,v53e_0124,sha256:423e8a452894c658daa60b433f682b1d1fd1466f7d710d82888113f05d9452ad,sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,sha256:ee3ca7676d02cb47de50bc465768251a24695868b9c0742884b062caa5105769,"{""answer"": ""Evidence at pyproject.toml:180 supports this bounded audit fact: \""pytest-sugar>=1.0.0\"","", ""external_bake"": true}"
D,v53e_0125,sha256:1a637e4fc819335b7125267e3e59c2b61620518ba6a4254c7ad6ade4e9467e5b,sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,sha256:09837b608dbefb7cd3f2e193d5b4f9863f26c49611128193bf9dac0b4e4422ac,"{""answer"": ""Evidence at pyproject.toml:261 supports this bounded audit fact: [tool.coverage.html]"", ""external_bake"": true}"
D,v53e_0126,sha256:2e66cfb03cf48b8da6117260c6cb9624f73afede1a3b4b67ec199d22946b3e36,sha256:b806660d8fc0a3bdf30567539c3bf93f506f51189184c0af20db230271af8ae2,sha256:b806660d8fc0a3bdf30567539c3bf93f506f51189184c0af20db230271af8ae2,"{""answer"": ""Evidence at README.md:8 supports this bounded audit fact: sensible defaults out of the box."", ""external_bake"": true}"
D,v53e_0127,sha256:bf8771e1498e31e2949f1d1aca9cdace42b66a38060bb53a28cff57279eb7b5c,sha256:3e8d5e6dce4ee53ad2c7234c4cb9f4d6579d67b5f34005a796141fa31e7657a6,sha256:3e8d5e6dce4ee53ad2c7234c4cb9f4d6579d67b5f34005a796141fa31e7657a6,"{""answer"": ""Evidence at README.md:16 supports this bounded audit fact: [WSGI]: https://wsgi.readthedocs.io/"", ""external_bake"": true}"
D,v53e_0128,sha256:ccf30f40ca1cc942d55493639ccd2f66a9d81023e48f250526cf4770253c362a,sha256:9a2d437d5703f2e3880048b1141c1a87226d5cba875613081dc9be3f6534098b,sha256:9a2d437d5703f2e3880048b1141c1a87226d5cba875613081dc9be3f6534098b,"{""answer"": ""Evidence at examples/javascript/pyproject.toml:12 supports this bounded audit fact: Documentation = \""https://flask.palletsprojects.com/patterns/javascript/\"""", ""external_bake"": true}"
D,v53e_0129,sha256:ea1e691196aed5136586c52873cf19c33674f34fe93871ec83e69312a390bc62,sha256:3fafbe8f29a015222584573c08b5bea234a58a271847e2a3cb27f26345bbc3e1,sha256:3fafbe8f29a015222584573c08b5bea234a58a271847e2a3cb27f26345bbc3e1,"{""answer"": ""Evidence at pyproject.toml:9 supports this bounded audit fact: license = {text = \""Apache-2.0\""}"", ""external_bake"": true}"
D,v53e_0130,sha256:2dfa2dbe650b6f89341c0afcb284872d0d70eeff8b3eaf2a8c42191079ff2fda,sha256:52f8642e3af366152395143f1aebdbe3ba0966cf28e7c8f059ce7caf8849e23b,sha256:52f8642e3af366152395143f1aebdbe3ba0966cf28e7c8f059ce7caf8849e23b,"{""answer"": ""Evidence at pyproject.toml:108 supports this bounded audit fact: quote-style = \""double\"""", ""external_bake"": true}"
D,v53e_0131,sha256:7f5fb89a55db9228dcf8b30474c089c634645ffb63625a862ce3fa001f72e0dd,sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,sha256:3025e24e1174f92f9b1279c6215bcb2e98ce011ea27e9de74399897043d32668,"{""answer"": ""Evidence at pyproject.toml:177 supports this bounded audit fact: # trim vendored pygments styles, lexers, formatters, and CLI"", ""external_bake"": true}"
D,v53e_0132,sha256:458384fe71026e76a514c5e11a57b66edfeb13a23b964aa077ec9ca06d06b187,sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,sha256:08a1ed8d4724d6424674aee64abe91ca63702887f52ec31be378640cc1796af5,"{""answer"": ""Evidence at pyproject.toml:252 supports this bounded audit fact: \""tests\"" = [\""tests\""]"", ""external_bake"": true}"
D,v53e_0133,sha256:aa9a3be585f8e843882929da05328a67b3b1236bda99cffd302b1b6b416471b8,sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,sha256:38ce250d7a15a75358bc3e46d5fcb96e9ea882753e43a9c1b2305ee0b6c11f98,"{""answer"": ""Evidence at pyproject.toml:288 supports this bounded audit fact: [[tool.mypy.overrides]]"", ""external_bake"": true}"
D,v53e_0134,sha256:2c8ec2690c1095a3ca4b6e69c57f57ce6e954d391d8c822a08175027f18e9b5e,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,sha256:1910a60e261e8618c8a8bfd423e4ff374a7a252909a20aa4abff575fb926835e,"{""answer"": ""Evidence at README.md:24 supports this bounded audit fact: [reStructuredText][rst] or [markdown][md use] with the appropriate [key set][md"", ""external_bake"": true}"
D,v53e_0135,sha256:fdb1b0e625af35e847b55cc15382bae2b983e007c251c5e79c325ed98a342225,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,sha256:a4cde8cae9eea5c075ca658817eaaf569670d9f1ef719823e8bd8c2eaac77603,"{""answer"": ""Evidence at pyproject.toml:24 supports this bounded audit fact: # And where it will live on PyPI: https://pypi.org/project/sampleproject/"", ""external_bake"": true}"
D,v53e_0136,sha256:aeaaf3f8f0b20120895f9ee02951ad71ee022a8a88d4ee3e044ea256c4e32350,sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,sha256:ed7152da4e8b0b132e0311520197f37244a041e250a96eec9d4167eb7d13de5b,"{""answer"": ""Evidence at pyproject.toml:141 supports this bounded audit fact: # issues, where the source is hosted, where to say thanks to the package"", ""external_bake"": true}"
D,v53e_0137,sha256:b3ec5f714efc9b387b6ae119a4acb0a9e164eed6ccd3a78f2a70901479c45bf0,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,sha256:51367533343f18b5f5516ebb79a6908140bbcf7ecedc4cd8cbf77af719c1531e,"{""answer"": ""Evidence at pyproject.toml:420 supports this bounded audit fact: # https://github.com/pexpect/pexpect/issues/827"", ""external_bake"": true}"
D,v53e_0138,sha256:43fcac78dbf2b3883154d9b9553f6e28b3338bd8403ae557ba4a6033e5436764,sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,sha256:827c3c31c6fb5bdab8602bdf7763f3a07817473061db4aa60005b658d78a7f1f,"{""answer"": ""Evidence at pyproject.toml:513 supports this bounded audit fact: directory = \""feature\"""", ""external_bake"": true}"
D,v53e_0139,sha256:8ffa2272b6e282c2e1f1c4b056901912102c635c6b21c5891d71a96b18575f64,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,sha256:e12babb1c25b673127ecb30d0d85c6c6c9d68e2e5856cc5457b6f413a70040ab,"{""answer"": ""Evidence at tox.ini:21 supports this bounded audit fact: # checks that 3.11 native ExceptionGroup works with exceptiongroup"", ""external_bake"": true}"
D,v53e_0140,sha256:8897dcd8a76d7e66c36fc01b8bc2b3a66ccdbc9aec3d86fa25d9865c4f7e8d3b,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,sha256:4d47629fd789f05e928243f8b25ef90ac3d730c6cd19fd05de9a3f6821717ee3,"{""answer"": ""Evidence at Doc/README.rst:116 supports this bounded audit fact: see the make targets above)."", ""external_bake"": true}"
D,v53e_0141,sha256:8111b7bd8a3508b1d9735e9fdad537ac67f0d5ff96bc6cd10be32db3311209a4,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0142,sha256:5850268bf8a316fc9f1d58c1d157ef2c70190236a2d42cd4834a33aa14e77b3a,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0143,sha256:eeaf46fea2f0e76d6fc439840031574ab93cdf9dfa997451d23442a82cb1c9f4,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0144,sha256:c839370af6f01762c2bbc04e22e8ea8c5f1d09e84de39ffcc48fc0a0d75a2805,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0145,sha256:85d82dfcf8d12ae1636113dbba1d116238e2d932eb88ba9c341abf6e2d7b5885,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0146,sha256:49316fd9d337a052cc5a47cacb76ea515d2230f4260b46e5518a85958f4db1cf,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0147,sha256:4dd42ea5502ce94c64fd2223d6a9fb7b8912eb8851e654c0e987c8970c612276,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0148,sha256:dab559651be5be11e5184397662aa311acff39c3005481c9a9ee7b870c1b95c1,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0149,sha256:5f6f828352087c168b87e61e9e0bb61fb5c5f189d88dedd1fa65c35a2a8d204c,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0150,sha256:e98c851190b359535e0533f2277b944b1f08efb6ac86d8f8b48592c2fc7c81af,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0151,sha256:ec2f719d314ae6053fde26954b0096353a9c05eb3701f7935fbc2ad2b10bd497,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0152,sha256:6dd36ded3387757b37be9db7f4ef6e5b5c8b7dd8ef75947fa2064fa00f44a93d,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0153,sha256:18f87e522745259d42cbfdada9de40f8e6db343afcb7505679a802785a8ebad1,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0154,sha256:4934659fc8dc37b4619d09240b933ef2c6f206896a01eab152562ef1930b65da,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0155,sha256:09b30a3f2ad87699cfb7f298493aa02c05e2bf5d6d57540faf87688248d1f5fa,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0156,sha256:af1bc65e0ce201d78354aa34ff258c0d7b0a4e1f194aaec32bd2297873fd9372,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0157,sha256:9cd62c157f5ff237bae884bf78928536b6b7b51dd220199a365781a23de14bf9,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0158,sha256:122b6d402e6111503b52fcae1f031e5ffb7452935d4b02ccf3a4252ed7a56622,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0159,sha256:940d785f882297716fefd32ba6a57daa45e935da0ec537f366d9abeb4700f014,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0160,sha256:480616f0303bf477bea8566b58a9b0ddfd813cd899742551d6634f25082398d5,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0161,sha256:3e7bb2046b83f95c0e4f5543e9458c961a478b54ff142da003c62a52eb832b74,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0162,sha256:502024416f9b240ce6d0b6011ef602057e3a351159bc9dc82bbba174acfed3d6,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0163,sha256:591057a4a414a23cc4028577dd87db557eba823320800d4b9913832fd6793060,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0164,sha256:5fc522fd4cc8891fc6c7044d8883e7aa301603b7c69d65bae4764194e9a8ad42,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0165,sha256:c1017766a353abe04ad8b96039f155396e35d0ed660294ba57e5104b0f662f56,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0166,sha256:b53773328051955aa06229696b25838d0dffb7d776dc6d00a37ab7f829c989cf,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0167,sha256:bf70aa271c35c0d47efc252eea0a9080040e3582b3638643ae415416b7d7c87c,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0168,sha256:c16f0422ed72bb91af8f27ea6cd250fb370f888c5d27264357f9bde347a3c861,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0169,sha256:4d5b1b5cecd4c3ac1716ee72197ccd981f7a71c10c992e72c5adfb961452fd8d,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0170,sha256:d85df4472efaf4960b8d6219d64f846417f0b826026873e6e58105b02f2f6aa8,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0171,sha256:139dbdb5c67329053fc9dc50be108cc48c86fb08677d39d890dadd0896cb6bfb,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0172,sha256:9e5d3b6957f0a29a96abc67da3bf3ccb41f5c2620d05a3e3c8a67519e488b12c,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0173,sha256:27edf4e53236a402862bff37d1565613df707276aac556d926aada4509efc945,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0174,sha256:c04e63c994d541eee54dbb53b4197cf552b6c15123ff65f79915327154007913,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0175,sha256:85f9ee8c6be6ea30b8ac75392b7981f04d706af52974dacadfb6cc4ebd1de302,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0176,sha256:96149764346f1119cf9cbc47b620534f6929ad1a3daebb55da948a84f8906c5e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0177,sha256:2def2331a8c0a149855b3379b41cc6453e4011b9fac9d4c9571fcaaf37fb4bb8,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0178,sha256:59eab0e7888c66ac6d487fa70b44e6a0574965af3ff0627ba13c4b1bbef739f5,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0179,sha256:f960205434b8a9ddaec80276467415dbdd0a3165019865337de57732c7f372f6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0180,sha256:06c90ad587a4843477e3815168643b87585f861f937931172dee2d1237ddd794,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
D,v53e_0181,sha256:bc0a1920fa0df5a0ba6d58e35316f50d76494ba9ec28347ccb2cbbc12612f2ad,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,"{""answer"": ""Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier"", ""external_bake"": true}"
D,v53e_0182,sha256:8f28c692573246029be3917ac5f81fa07cd4f09a33546feb2aaf609ce5667923,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,"{""answer"": ""Evidence at pyproject.toml:326 supports this bounded audit fact: \""incompatible_with_venv\"","", ""external_bake"": true}"
