query_id,repo_id,owner_repo,audit_type,question,expected_answer,expected_answer_sha256,negative_or_abstain,query_family,source_span_id
v53e_0159,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:19] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0159_span_001
v53e_0160,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:20] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0160_span_001
v53e_0161,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:21] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0161_span_001
v53e_0162,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:22] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0162_span_001
v53e_0163,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:23] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0163_span_001
v53e_0164,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:24] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0164_span_001
v53e_0165,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:25] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0165_span_001
v53e_0166,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:26] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0166_span_001
v53e_0167,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:27] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0167_span_001
v53e_0168,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:28] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0168_span_001
v53e_0169,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:29] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0169_span_001
v53e_0170,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:30] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0170_span_001
v53e_0171,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:31] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0171_span_001
v53e_0172,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:32] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0172_span_001
v53e_0173,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:33] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0173_span_001
v53e_0174,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:34] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0174_span_001
v53e_0175,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:35] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0175_span_001
v53e_0176,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:36] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0176_span_001
v53e_0177,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:37] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0177_span_001
v53e_0178,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:38] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0178_span_001
v53e_0179,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:39] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0179_span_001
v53e_0180,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:40] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0180_span_001
v53e_0181,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:41] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0181_span_001
v53e_0182,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:42] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0182_span_001
v53e_0183,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:43] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0183_span_001
v53e_0184,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:44] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0184_span_001
v53e_0185,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:45] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0185_span_001
v53e_0186,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:46] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0186_span_001
v53e_0187,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:47] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0187_span_001
v53e_0188,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:48] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0188_span_001
v53e_0189,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:49] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0189_span_001
v53e_0190,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:50] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0190_span_001
v53e_0191,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:51] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0191_span_001
v53e_0192,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:52] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0192_span_001
v53e_0193,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:53] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0193_span_001
v53e_0194,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:54] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0194_span_001
v53e_0195,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:55] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0195_span_001
v53e_0196,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:56] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0196_span_001
v53e_0197,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:57] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0197_span_001
v53e_0198,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:58] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0198_span_001
v53e_0199,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:59] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0199_span_001
v53e_0200,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:60] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0200_span_001
v53e_0201,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:61] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0201_span_001
v53e_0202,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:62] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0202_span_001
v53e_0203,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:63] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0203_span_001
v53e_0204,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:64] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0204_span_001
v53e_0205,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:65] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0205_span_001
v53e_0206,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:66] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0206_span_001
v53e_0207,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:67] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0207_span_001
v53e_0208,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:68] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0208_span_001
v53e_0209,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:69] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0209_span_001
v53e_0210,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:70] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0210_span_001
v53e_0211,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:71] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0211_span_001
v53e_0212,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:72] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0212_span_001
v53e_0213,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:73] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0213_span_001
v53e_0214,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:74] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0214_span_001
v53e_0215,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:75] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0215_span_001
v53e_0216,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:76] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0216_span_001
v53e_0217,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:77] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0217_span_001
v53e_0218,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:78] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0218_span_001
v53e_0219,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:79] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0219_span_001
v53e_0220,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:80] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0220_span_001
v53e_0221,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:81] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0221_span_001
v53e_0222,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:82] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0222_span_001
v53e_0223,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:83] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0223_span_001
v53e_0224,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:84] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0224_span_001
v53e_0225,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:85] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0225_span_001
v53e_0226,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:86] In pypa/pip, what does the evidence at pyproject.toml:326 actually support for a deprecation or legacy-usage audit?","Evidence at pyproject.toml:326 supports this bounded audit fact: ""incompatible_with_venv"",",sha256:78d649176de5ae69e046d000f1ffcc8972e083532c4b19adcc7af78acef3065e,0,deprecation_legacy_usage,v53e_0226_span_001
v53e_0227,pypa_pip,pypa/pip,deprecation_legacy_usage,"[v53e:87] In pypa/pip, what does the evidence at pyproject.toml:83 actually support for a deprecation or legacy-usage audit?",Evidence at pyproject.toml:83 supports this bounded audit fact: # currently incompatible with sphinxcontrib-towncrier,sha256:08a7e2faa697c0ea2e30621e93bc51e152e388bf7683ba9e6815e161c00789d6,0,deprecation_legacy_usage,v53e_0227_span_001
